review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"January 19, 2020",Amazon Customer,,"The appliance itself has a very cheap feel to it. It works pretty decent and I like the multiple settings it allows such as brewing only 1 to 4 cups and setting the hours you would like to keep the Coffee warm. On that note, the coffee is only lukewarm when it first comes out of the pot which is frustrating when you want a hot cup right away.",positive,appliance cheap feel work pretty decent like multiple setting allow brew cup set hour would like keep coffee warm note coffee lukewarm first come pot frustrate want hot cup right away
"February 23, 2021",J A Carter,,"Best coffee maker I've ever bought, and I've bought a few.  I like the fact that it doesn't have a carafe  but a  reservoir that dispenses coffee when you want.",positive,best coffee maker ever buy buy like fact carafe reservoir dispenses coffee want
"April 23, 2019",john chen,,I have been use this for a couple mouths ..until now..still don’t know how to keep Coffee warm..I already set up keep warm..but after a couple hours..it got cold..,negative,use couple mouth still know keep coffee warm already set keep warm couple hour get cold
"November 6, 2020",Andrea Kelley,,Broke in less than 3 months got a cheaper one after the replacement only lasted 6 months,negative,broke less month get cheap one replacement last month
"May 25, 2021",Fl Keys,,works great been using this model for years.  has about  a four or five year lifespan,positive,work great use model year four five year lifespan
"May 27, 2020",Amazon Customer,,"I was really excited about getting this coffee maker. My cousin has one and I love it. But upon cleaning it this morning, I noticed it looked like it had been used. I payed for a new coffee maker and therefore expected a new one but this was not the case. I feel like I got ripped off. I’m sending it it back.",negative,really excite get coffee maker cousin one love upon clean morning notice look like use pay new coffee maker therefore expect new one case feel like get rip send back
"December 8, 2020",K.T. A.,,I had the older version of this coffee maker and LOVED it but the newer version is just not the same.  The newer version allows hot coffee to leak out around the dispenser lever when you are trying to fill up your cup and that makes quite a mess.  I returned the coffee maker and got a replacement which did the same thing.,negative,old version coffee maker love new version new version allow hot coffee leak around dispenser lever try fill cup make quite mess return coffee maker get replacement thing
"July 13, 2013",Ray V,,"Serious coffee drinker here! Purchased the cheaper 6 cup maker of H.B. that was junk. This is a total upgrade for a good price, still! No messes like the leaky 6 cup cheaper one, just a straight robust pour. Everything mechanical works great & can handle a crowd of java heads no problem. No need to break the bank for a fancy coffee maker here, just a straight forward good brewer here on time. Plus the lit timer is nice, & it looks good. Finally a reliable brewer w/o the spills, or high price tag.",positive,serious coffee drinker purchase cheap cup maker junk total upgrade good price still mess like leaky cup cheap one straight robust pour everything mechanical work great handle crowd java head problem need break bank fancy coffee maker straight forward good brewer time plus lit timer nice look good finally reliable brewer spill high price tag
"December 12, 2020",Amazon Customer,One,"I have spent so much time cleaning up the leaks, dripping and floor that I don’t have time to write much. In short - DO NOT BUY THIS COFFEE MAKER. It should die in the fiery fires of hell fire.",negative,spend much time clean leak drip floor time write much short buy coffee maker die fiery fire hell fire
"December 20, 2019",kmg,,water leaks everywhere and can't use anymore after only 3 weeks.  can't return to amazon so have to just junk it.  waste.,negative,water leak everywhere use anymore week return amazon junk waste
"April 21, 2020",Jessica,,"This is my second Brewstation. last one I had for many many years and it finally just started leaking too often.  Rubber grommet didn't seal right anymore. But this one, leaks EVERY TIME I dispense coffee. And it's light. So it moves every time I push the dispenser.  Pretty annoying.  Sorry I purchased it quite honestly. Beware!",negative,second brewstation last one many many year finally start leak often rubber grommet seal right anymore one leaks every time dispense coffee light move every time push dispenser pretty annoy sorry purchase quite honestly beware
"August 7, 2020",Joe Bogie,,"I love everything about this except that's there's a small leak from somewhere so when I make coffee there's a little bit that leaks out of somewhere underneath it that I need to wipe up. So, minor inconvenience and everything else is awesome!!! and I love the convenience of sticking my cup underneath it and having the coffee poured for me.",positive,love everything except small leak somewhere make coffee little bit leak somewhere underneath need wipe minor inconvenience everything else awesome love convenience stick cup underneath coffee pour
"March 3, 2021",Megan,,"I thought this would be a really neat concept, but not so much. The flavor of the coffee wasn't anything to get excited about, it was just coffee. But the most irritating thing was that when I would dispense the coffee into any sort of cup it would also dribble down the side from the spout. Wasted so much coffee, made such a huge mess all the time. It was definitely not worth it.",negative,thought would really neat concept much flavor coffee anything get excite coffee irritating thing would dispense coffee sort cup would also dribble side spout waste much coffee make huge mess time definitely worth
"February 25, 2014",L. A. Holland,One,"Hands down....the best coffeemaker out there. I absolutely love this product... so much that I  also bought one for my 87 year old quilting buddy, who has problems with her hands/wrists. VERY easy to use, maintain, fill.  Coffee tastes much ""cleaner"" and  the keep warm feature  somehow prevents coffee tasting burnt. I've probably owned 25+ coffee makers in my lifetime and this one is by far the best.  I strongly recommend this product.",positive,hand best coffeemaker absolutely love product much also buy one 87 year old quilting buddy problem hand wrists easy use maintain fill coffee taste much clean keep warm feature somehow prevent coffee taste burnt probably own 25 coffee maker lifetime one far best strongly recommend product
"August 10, 2020",Katie,,I had one before and liked it.  Best part is that there is no glass carafe for the coffee.,positive,one like best part glass carafe coffee
"December 11, 2017",guanabona,,"Worked decently for a year-and-a-half and then shat the bed. No longer squirts out the last few cups, and even the first few come out very slow Trickle. We try cleaning it with vinegar, and I took the thing apart and reinserted the little rubber gasket but nothing could fix the problem.",negative,work decently year half shit bed longer squirt last cup even first come slow trickle try clean vinegar take thing apart reinserted little rubber gasket nothing could fix problem
"April 7, 2015",Ctaylor,One,"This was purchased as a replacement for Hamilton Beach 10-cup coffee maker.  The design is not the same.  This has on the side water reservoir.  Cannot be purchased without it.  After 6 months of use the receptacle under the coffee holding reservoir fills with water with every use.  It has to be ""mopped up"" before making coffee for the next morning.  Design failure somewhere but too late for a return.  When we first experienced this problem we checked other reviews and saw that we are not the only one with the issue.  We love the concept of no carafe but had to go back to using a coffee maker with a carafe.  Too bad Hamilton Beach.  You had a good thing going before the last design change.",negative,purchase replacement hamilton beach 10 cup coffee maker design side water reservoir cannot purchase without month use receptacle coffee hold reservoir fill water every use mop make coffee next morning design failure somewhere late return first experience problem check review saw one issue love concept carafe go back use coffee maker carafe bad hamilton beach good thing go last design change
"March 5, 2020",TP,,Best coffee maker ever. Easy to set up. Turn on the timer and wake up to the smell of coffee. No pouring. Push your cup against the button and it fills up.,positive,best coffee maker ever easy set turn timer wake smell coffee pour push cup button fill
"April 13, 2021",John M,,Does what its intended to do. Same one I had before so works like a charm. Great buy,positive,intend one work like charm great buy
"October 19, 2015",jeanne,,"Bought this same brew station three years ago and returned it as it would not stop boiling the coffee....constant boil sound...so I bought the old style brew station,  you pour the water in...worked o.k..decided to up grade as hubby was spilling the water trying to pour it in....so we ordered the model #47950 with the side resivore.....guess the problem has never been fixed as the first one still made lots of noise...Amazon sent another one...thank you Amazon....same problem...and when I try to call Hamilton Beach for two weeks I get they are having tech difficulties with there phone  lines.......Rats !  I love the concept but not the constant noise.....I have now owned six of these brew stations......all seem to have issues",negative,bought brew station three year ago return would stop boil coffee constant boil sound buy old style brew station pour water worked decide grade hubby spill water try pour order model 47950 side resivore guess problem never fix first one still make lot noise amazon send another one thank amazon problem try call hamilton beach two week get tech difficulty phone line rat love concept constant noise own six brew station seem issue
"July 7, 2020",msbrandy,,"Great little coffee pot for a month.. Then as soon as the deadline to return it, it starts leaking. Not a great product. Very sad.",negative,great little coffee pot month soon deadline return start leak great product sad
"October 1, 2019",Amazon Customer,,I own 2 of these coffee pots. One at home and one at the lake. I love that they don’t have a glass pot.,positive,coffee pot one home one lake love glass pot
"June 18, 2016",C. Lucero,One,I absolutely love this coffee maker.  It is programmable (a big plus) and it is not messy for filter changing or water adding.  I also like the fact that I am not dealing with a glass coffee pot.  The less pieces the better.  Highly recommend this.,positive,absolutely love coffee maker programmable big plus messy filter changing water add also like fact deal glass coffee pot less piece good highly recommend
"October 20, 2018",Mark Hobson,,The machine makes good coffee and does keep it hot. The self serve feature is great. My only complaint is that the first machine that we received leaked!  We were able to return it and the replacement has been fine. We went with this model because we have had a similar one that still works after 10 years!,positive,machine make good coffee keep hot self serve feature great complaint first machine receive leak able return replacement fine go model similar one still work 10 year
"February 26, 2020",Kristen Wilson,,"I bought This same machine 4 years ago and we moved so I bought The same one so I had It asap when we got to the new place. However, I’ve had to buy TWO of the same make and model since February as they keep breaking and I’m rather upset about it.",negative,bought machine year ago move buy one asap get new place however buy two make model since february keep break rather upset
"July 3, 2017",amber,One,I had the same coffee pot and loved it!! It worked great until the spring broke and the coffee couldn't come out. I saw the used ones on Amazon for like half price.I looked at reviews of other purchasers and took a chance.I am very happy with the coffee pot!! I just kept my old one for parts if i ever need them. I love that this coffee pot!!  It doesn't have a carafe that can be broken is a real plus!!,positive,coffee pot love work great spring break coffee come saw used one amazon like half price look review purchaser take chance happy coffee pot keep old one part ever need love coffee pot carafe break real plus
"June 14, 2021",Bryan Ludlam,,"LEAKS! I used this coffee maker for about a month and then it started leaking water from the bottom.  After another three weeks of constantly soaking up water on the counter, down the cabinet and into the floor,  I stopped using it. I will avoid purchasing anything from Hamilton Beach in the future.",negative,leak use coffee maker month start leak water bottom another three week constantly soak water counter cabinet floor stop use avoid purchase anything hamilton beach future
"November 22, 2016",Nick B,,"This coffee maker is great! Very easy to set up and use. Love that I can fill up my big mug with exact amount of water I need and boom, it's ready in the morning. I am not one to drink a whole pot of coffee or drink it all day. This is perfect for my morning routine and simple to us.",positive,coffee maker great easy set use love fill big mug exact amount water need boom ready morning one drink whole pot coffee drink day perfect morning routine simple u
"April 5, 2019",cheryl,,"Nice design, with all removable parts.  Easy to fill  removable water canister.  The internal coffee holder also removes, and is easy to wash out in the sink.  The one issue I do have is that this coffee maker is very lightweight, and can slide on the counter when dispensing your coffee in the mug.  You will need to hold on to it when pressing the lever.  The coffee is a good temperature so overall I am pleased.",positive,nice design removable part easy fill removable water canister internal coffee holder also remove easy wash sink one issue coffee maker lightweight slide counter dispense coffee mug need hold press lever coffee good temperature overall pleased
"June 3, 2021",Rob Jones,,"The coffeemaker works as promised. However, the rubber stopper at the bottom will get a coffee grind in it from time to time. The result of having said grind under the stopper is hot coffee dripping out and onto your counter. In addition, the gauge to see how much coffee is still in the container fogs up, and cannot be read.",positive,coffeemaker work promise however rubber stopper bottom get coffee grind time time result say grind stopper hot coffee drip onto counter addition gauge see much coffee still container fog cannot read
"February 12, 2019",Lillian D Beyer,,"we love this coffee maker.  it doesn't have a glass carafe so nothing to break.  You make the coffee like you normally would, but use your cup underneath to get the coffee out.  I'ts cleaner and more convenient than a regular coffee maker.",positive,love coffee maker glass carafe nothing break make coffee like normally would use cup underneath get coffee ts clean convenient regular coffee maker
"August 6, 2018",jerry,,"Works ok, but don't let it set an hour, it will leak. This is my 2nd unit the first started leaking after about a year. This one lasted 6 months before it started leaking from the cup filling area. If I want to let it set with coffee on the warm setting I have to set an empty cup under the dispense area.",negative,work ok let set hour leak 2nd unit first start leaking year one last month start leak cup fill area want let set coffee warm setting set empty cup dispense area
"January 11, 2021",heavy 5819,,"No spilling cause you are still half asleep, no pot to wash just good coffee ready when wake.",positive,spilling cause still half asleep pot wash good coffee ready wake
"June 9, 2020",Tari P,,"have noticed with my last 3 purchases, the separate parts do not fit as snug. love the lower price",positive,notice last purchase separate part fit snug love low price
"April 9, 2019",D. Szymanski,,"Coffee maker works great!  I have a tiny issue with pouring water from the 'basket' into the machine, but I guess that's just me.  Love the dispenser way of getting coffee instead of having to pour it.",positive,coffee maker work great tiny issue pour water basket machine guess love dispenser way get coffee instead pour
"March 17, 2021",Nic&Sean,,We got this to replace an 8 year old brewstation that I dropped the coffee tank and broke it. The first one leaked as soon as coffee started being brewed in to it the tank leaked out the side and coffee was all over my counter. We exchanged it. The replacement leaked worse. Other than the leaking it was a nice coffee maker.,negative,get replace year old brewstation drop coffee tank break first one leak soon coffee start brew tank leak side coffee counter exchange replacement leak bad leak nice coffee maker
"February 23, 2020",Wen,,Enjoyed my own so bought this as a gift. Love that you don’t need a coffee pot.,positive,enjoy bought gift love need coffee pot
"April 8, 2018",Daniel Ellliott,One,"This was a replacement for one that arrived with a broken  program button. This one worked great until 5 days ago.(30 days up).  Now the program button is broke on this coffee maker. Evidently, Amazon has received a bad batch of this coffee maker brand. Ordinarily, Hamilton Beach is a quality product. Daniel Elliott",negative,replacement one arrive broken program button one work great day ago 30 day program button break coffee maker evidently amazon receive bad batch coffee maker brand ordinarily hamilton beach quality product daniel elliott
"October 25, 2019",dana leslie,,"Like that it makes coffee. Don’t like that it does not make 12 cups of coffee, more like 8 possibly 9 at most. The warmer plate burns the coffee and has the taste. The water reservoir leans away from the coffee maker. The dispenser is hard to push",negative,like make coffee like make 12 cup coffee like possibly warmer plate burn coffee taste water reservoir lean away coffee maker dispenser hard push
"November 19, 2019",SaraZ,,I love this because there is no glass pot to worry about breaking! Easy to clean,positive,love glass pot worry break easy clean
"February 26, 2019",Linda Blackmon,,"I bought this coffee maker to replace a similar one by the same company. We were happy with the old one but it didn't keep the coffee hot any longer. This is the newer model. This is the worst coffee maker I've ever had. We cannot get a decent cup of coffee out of it and are cutting our losses  and going to try and buy another kind. Life's too short to have bad coffee everyday. It just tasted off- burnt, and  the coffee is lukewarm.",negative,buy coffee maker replace similar one company happy old one keep coffee hot longer new model bad coffee maker ever cannot get decent cup coffee cut loss go try buy another kind life short bad coffee everyday taste burnt coffee lukewarm
"May 11, 2014",Just Me,,"Been using mine for about a year now, and so far I've had no problems with it at all. It's got a decent range of functions for a coffee machine, has a pretty decent capacity, and works great for my needs. The only thing I don't much care for is the height.  You can fit a regular size coffee cup in to fill it up quite easily enough, but if you want to fill a travel cup or anything taller you have to fill it at somewhat of an awkward angle, which can lead to a little bit of clean up later.  Other than that I'm very happy with this coffee maker.",positive,use mine year far problem get decent range function coffee machine pretty decent capacity work great need thing much care height fit regular size coffee cup fill quite easily enough want fill travel cup anything taller fill somewhat awkward angle lead little bit clean later happy coffee maker
"October 25, 2020",Bryan,,"Had to go with 4 stars as it was missing the front rubber stops so have to use double sided tape so it doesn’t slide on counter, amazon gave a 5.00 credit for the issue and won’t need to return.",positive,go star miss front rubber stop use double sided tape slide counter amazon give 00 credit issue need return
"May 5, 2016",PJ,,"A friend of mine had one of the older versions of this around the time Keurig became so popular. I was always pretty impressed with how innovative it was and how it seemed to keep the coffee at just the right temp and was super convenient to use. As soon as my parents and sister saw mine, they ended up getting them, too..",positive,friend mine one old version around time keurig become popular always pretty impressed innovative seem keep coffee right temp super convenient use soon parent sister saw mine end get
"April 13, 2018",Amazon Customer,,So far no issues. Love this coffee pot. Easy to use and clean. Love that i don’t have to deal with a pot. Not a fan of the pod coffee makers. I’ve had a very expensive one and didn’t care for it. Fill like his is easier to clean and there is less bacteria build up.,positive,far issue love coffee pot easy use clean love deal pot fan pod coffee maker expensive one care fill like easy clean less bacteria build
"May 21, 2021",kyle,,Love my new coffee maker. Fresh flavor and easy to use an clean. No standing water in a tank.,positive,love new coffee maker fresh flavor easy use clean stand water tank
"May 13, 2016",Kassandra Rios,2,This coffee maker was awesome for the first 2 weeks.... Then it decided to stop working. It turns itself off when it wants to even though we have it set to stay on for 4 hours so our coffee is often cold when we go for a cup and it never makes the full amount  we set it for 8 cups and we're lucky if it makes 4,negative,coffee maker awesome first week decide stop work turn want even though set stay hour coffee often cold go cup never make full amount set cup lucky make
"May 18, 2020",Laura,,Our last coffee maker of this brand and style lasted over 20 years until my daughter dropped the water cavern and broke it. Hoping that this one lasts as long. Wish I would have kept the filter on the old one because the new one didn't come with it.,positive,last coffee maker brand style last 20 year daughter drop water cavern break hop one last long wish would keep filter old one new one come
"May 12, 2021",StephanieS,,Had it 2 years now. Now it leaks when you fill the tub up for the coffee. Really sucks cause we loved it.,positive,year leak fill tub coffee really suck cause love
"May 30, 2021",Amazon Customer,,Love this coffee maker.  I’ve used this model for many years.  I order a new one when it starts slowing down.  This is my forth or fifth. I’m so afraid they’ll stop making them.  Love walking up to the maker and just getting enough coffee to warm my cup full up.,positive,love coffee maker use model many year order new one start slow forth fifth afraid stop make love walk maker get enough coffee warm cup full
"September 2, 2016",Amazon Customer,,Came in a timely fashion and well packed. It's very easy to use and I really like not having that pesky carafe! We bought the reusable filter and it is a breeze. It does take a little (very little) getting used to as far as filling it with water and then setting it back correctly. I already bought a second one to have downstairs for guests. I've had no problems with mine and I've had it a year now.,positive,come timely fashion well pack easy use really like pesky carafe buy reusable filter breeze take little little get use far fill water set back correctly already buy second one downstairs guest problem mine year
"March 16, 2021",shawna t.,,"This coffee pot leaks upon pouring and there is constantly a mess on my countertop. We bought this machine as a replacement to the previous model, which we absolutely love. Also, the water reservoir is in the base of the machine and is not removable to fill up.  This Version is garbage and wish I could return but procrastination ate up my window.",negative,coffee pot leak upon pour constantly mess countertop buy machine replacement previous model absolutely love also water reservoir base machine removable fill version garbage wish could return procrastination eat window
"October 6, 2019",susan,,"Great coffee maker for the price. Very lightweight so when you press your cup to pour the coffee, it pushes the coffee pot to the wall. It needs a light very hard to see if coffee is pouring down. Not a coffee machine for the long run.",positive,great coffee maker price lightweight press cup pour coffee push coffee pot wall need light hard see coffee pour coffee machine long run
"March 27, 2021",Eric,,"Leaks when pouring. Had to set it on a tray so our countertop doesn't get stained every day. Also, I'm not a fan of warmers that burn the coffee flavor. Opted for the Capresso 10-cup model with thermal carafe instead and threw this away after less than 6 months of daily use.",negative,leak pour set tray countertop get stain every day also fan warmer burn coffee flavor opt capresso 10 cup model thermal carafe instead throw away less month daily use
"October 27, 2014",Allana,One,"I bought this as an upgrade to one of the earlier BrewStations I bought almost 5 years ago, which worked great but was getting a bit old. Having such great coffee with the first Brewstation, which i bought as a gift for my boyfriend, i decided to go with this one as an anniversary gift (in honor of the 1st one that cost only $25 at the time!). It worked well for all of 3 months!! The water was not being pulled from the reservoir and the light just blinks and makes a clicking sound. It looks really nice, but don't bother wasting your money on it.",negative,bought upgrade one early brewstations buy almost year ago work great get bit old great coffee first brewstation buy gift boyfriend decide go one anniversary gift honor 1st one cost 25 time work well month water pull reservoir light blink make click sound look really nice bother waste money
"February 28, 2021",Jessica Bellone,,Great quality for the price! Don’t have to ever worry about breaking the coffee pot!,positive,great quality price ever worry break coffee pot
"October 9, 2019",JDM,,The coffee is HOT The coffee tasted amazing The Coffee Pot is RECOMMENDED !,positive,coffee hot coffee taste amaze coffee pot recommend
"January 13, 2013",C. Anderson,,"I had an older version of this coffee maker that died after 6 or 7 years, and did not hesitate to buy this version despite some bad reviews. Why? because these make the best coffee of any coffee maker I have ever had. It has to be because of the plastic container in combination with the heating element. And a wonderful bonus is, the last cup is every bit as good as the first, even if it has been warming for 6 or 8 hours. I haven't had any of the issues that some other reviewers have talked about with dripping or leaking, it just works!",positive,old version coffee maker die year hesitate buy version despite bad review make best coffee coffee maker ever plastic container combination heating element wonderful bonus last cup every bit good first even warm hour issue reviewer talk dripping leak work
"May 2, 2021",Abigail,One,"Works well, but it leaks everywhere from the bottom! So frustrating, especially because I am unable to return it. It also leaks when filling up any cup. So it leaks from the underside and also from the push paddle:( !",negative,work well leak everywhere bottom frustrating especially unable return also leak fill cup leak underside also push paddle
"September 5, 2014",Cami,,"This product works exactly as the other reviewers said it would. It leaks just like some say. I have to hold the whole unit when pressing the dispenser button.The detachable water unit sometimes does not fit snugly into place. Great concept though. I keep a towel under it and push it against the back of the countertop. I have had this unit for a couple of months now so I imagine I will be encountering the rest of it's quirks in the future  The coffee itself is good so far and is hot, as long as I don't set it on 1-4 cups. If you are a patient, understanding person who does not expect perfection then this is the coffeemaker for you. I am giving it 5 stars because it truly lives up to it's reputation. :)",positive,product work exactly reviewer say would leak like say hold whole unit press dispenser button detachable water unit sometimes fit snugly place great concept though keep towel push back countertop unit couple month imagine encounter rest quirk future coffee good far hot long set cup patient understand person expect perfection coffeemaker give star truly live reputation
"May 5, 2021",Randall Johnson,,"I love the idea of the separate water tank but for some reason there is water and coffee that collects under the coffee pot collector tank in the area of the heater. I have had several brew stations and have enjoyed them very much, till this one.",negative,love idea separate water tank reason water coffee collect coffee pot collector tank area heater several brew station enjoy much till one
"November 28, 2018",PALong,,"I loved my first one -- there is only two of us and it keep the coffee hot, without boiling, for four hours.  It's a 'single pour' system as you use your cup to push in the lever to release the coffee but when it's just the two of us (99% of the time), it's the BEST.",positive,love first one two u keep coffee hot without boil four hour single pour system use cup push lever release coffee two u 99 time best
"January 9, 2018",Grace,,My husband and I love this brew station! You can choose to keep the coffee warm up to four hours you can program it so your coffee’s ready in the morning when you get up and it also has a brew strength. This  is our second one the other one never broke it just got so much wear and tear we wanted a new fresh one for our countertop!,positive,husband love brew station choose keep coffee warm four hour program coffee ready morning get also brew strength second one one never break get much wear tear want new fresh one countertop
"March 22, 2019",Amazon Customer,2,"We got a new Hampton Beach coffee maker because we like the ""no carafe"" feature. This is the 3rd one we have bought that leaks and I am ready to try a new brand. We got this on 3/20/19, and I am not impressed. The container that holds the coffee does not sit steady in the machine either.",negative,get new hampton beach coffee maker like carafe feature 3rd one buy leak ready try new brand get 20 19 impress container hold coffee sit steady machine either
"October 16, 2017",M S Napier,,"We love this coffee maker. It's not the Most elite model but it does so many things very well, and for the price it's just great. Our coffee never tasted so good, and the flexibility of the machine, for us, is great. We bought Mom one, and another one to give to the kids. Great machine for a reasonable price--worth the extra $ over the simple Mr. C / B&D models that kept messing up--so frustrating! This one is just right!",positive,love coffee maker elite model many thing well price great coffee never taste good flexibility machine u great buy mom one another one give kid great machine reasonable price worth extra simple mr model keep mess frustrating one right
"December 31, 2020",Robert Meadows,,Have already gotten rid of it! Front right below clock started leaking. Constantly moving around. No quality as far as staying in place. Pain in the ..s to deal with. Went and bought a $ 20 Mr. Coffee and loving it!,negative,already get rid front right clock start leak constantly move around quality far stay place pain deal go buy 20 mr coffee love
"January 7, 2016",mindoverfatter,One,"Well, it makes coffee, but the heating element makes it only lukewarm. When I add a splash of milk, it's cold. I don't like hot coffee...but it is literally cold. Plus, I have to take the entire thing apart to add water. I have used it a number of times since Christmas as it was the only one I had otherwise I would return it. Terrible machine.",negative,well make coffee heating element make lukewarm add splash milk cold like hot coffee literally cold plus take entire thing apart add water use number time since christmas one otherwise would return terrible machine
"August 16, 2013",His-story,2,"Very disappointing based off the reviews for this item.  I need to brew just 2 cups of coffee/day (one batch) and with the 1-4 cup setting I thought it could make a hot cup of coffee.  Barely drinkable at best with it being barely warm at all, not sure if this defective or that coffee brewers these days are made to brew much larger batches.  This is a great concept so I gave it 2 stars but if your coffee isn't hot then what's the point.  Looking elsewhere for a small batch convenient coffeemaker...",negative,disappointing base review item need brew cup coffee day one batch cup set think could make hot cup coffee barely drinkable best barely warm sure defective coffee brewer day make brew much large batch great concept give star coffee hot point look elsewhere small batch convenient coffeemaker
"April 8, 2021",cathy bond,,Perfect dispensing one cup at a time. Able to use your own coffee. No pods,positive,perfect dispense one cup time able use coffee pod
"January 5, 2016",Victoria,2,Thought that this would be a great product. So it was bought as a gift for Christmas. The only positive thing to say is that you are able to get as much coffee as you want at one time. Besides that the reheat function is horrible. Takes almost 2 hours to reheat coffee.  There is no option to program and have heated coffee at a certain time unless you want to waste 6 cups of coffee and start a fresh brew. Definitely dont recommend!,negative,thought would great product buy gift christmas positive thing say able get much coffee want one time besides reheat function horrible take almost hour reheat coffee option program heat coffee certain time unless want waste cup coffee start fresh brew definitely dont recommend
"October 27, 2012",Annie,,"our first hamilton beach 48465 coffee maker had the drip spout too close to the back...you could NEVER pour a cup w/o making a complete mess. I dealt with it...  then one day I cleaned it probably a bit too much and the whole thing just began leaking all over. I had read some of the reviews...some had problems, some didn't --all model # 48465. I ordered through amazon (I had taken some loose change over to one of those coin machines and amazon was one of those options where you didn't have to pay a fee to redeem)... and got lucky! this is the best coffee maker we have ever had. The spout is in a much better position, far enough forward so there plenty of room for the cup lip, no leakage. Finally.",positive,first hamilton beach 48465 coffee maker drip spout close back could never pour cup make complete mess dealt one day clean probably bite much whole thing begin leak read review problem model 48465 order amazon take loose change one coin machine amazon one option pay fee redeem get lucky best coffee maker ever spout much good position far enough forward plenty room cup lip leakage finally
"August 22, 2020",Barbara Kothman,,"I loved this coffee pot. Ease of use was great. Twice in the past week I have had coffee all over my counter. I clean the pot regularly and rinse it every day as well. I would not recommend this pot to anyone,",negative,love coffee pot ease use great twice past week coffee counter clean pot regularly rinse every day well would recommend pot anyone
"August 13, 2019",V. Brink,,I absolutely love this coffee pot. It's easy to clean and has a little light that comes on when it needs cleaning. I like that I can make more coffee when the coffee reservoir is half full.,positive,absolutely love coffee pot easy clean little light come need clean like make coffee coffee reservoir half full
"October 24, 2019",Louie Z.,,". The problem is that it can slide and thus be annoying. There’s suppose to be 4 mini suction type things for the bottom. It only came with 2. I added 2 but it still slides when you push the coffee cup against it........ Few months later, new review: Its leaking from the bottom! Coffee all over the place! So can I return it ?",negative,problem slide thus annoy suppose mini suction type thing bottom come add still slide push coffee cup month later new review leaking bottom coffee place return
"June 18, 2017",Hateslaundry,,"I'm very picky with my small appliances. I love this coffee maker because I don't have pots to wash and takes up less space. Buttons seem a bit cheap but easy to work. For the price and options (amount of coffee, 1-12 cups with easy to measure liquid guide and  BOLD option) I am happy with my purchase",positive,picky small appliance love coffee maker pot wash take less space button seem bit cheap easy work price option amount coffee 12 cup easy measure liquid guide bold option happy purchase
"May 17, 2021",mammy,,I love this coffee maker! Easy to make a few cups or a full pot and super easy to clean.,positive,love coffee maker easy make cup full pot super easy clean
"January 3, 2014",BQualls,One,"This is the second Hamilton Beach coffee maker that I have purchased with an year.  I liked the one I had so much I purchased one for a family member.  With all of the other fancy coffee makers out there, this one holds its own with simplicity.  If you want all of the bells and whistles, this is probably not the coffee pot for you.  If you want to up to 12 cups of black coffee, this is the coffee station for you.  Easy to use & program.  I recommend this product for any of those simple coffee makers out there.",positive,second hamilton beach coffee maker purchase year like one much purchase one family member fancy coffee maker one hold simplicity want bell whistle probably coffee pot want 12 cup black coffee coffee station easy use program recommend product simple coffee maker
"January 17, 2021",Shawn Johnson,,After four hours. It shuts off. You can’t heat it up without restarting it. Otherwise a good brewer.,positive,four hour shut heat without restart otherwise good brewer
"February 22, 2021",Geraldine,,Product leaks they wanted me to return then be without a coffee pot. So kept unfortunately!,negative,product leak want return without coffee pot keep unfortunately
"July 6, 2018",Sir Salem,2,"I should be receiving a commission at this point for convincing friends and family to buy this product. For the price, ease of use and features, it earns a five-star review. I wish the inside of the coffee holding area were easier to clean, but that's my only gripe. It constantly brews coffee well, and we've had minimal issues even with the hard water at our home.",positive,receive commission point convince friend family buy product price ease use feature earn five star review wish inside coffee hold area easy clean gripe constantly brew coffee well minimal issue even hard water home
"April 28, 2016",cat walker 3,,My husband & I both love this coffee maker.  The coffee stays hot & it brews quick.  It's so nice not having the glass carafe that either drips as you pour or breaks while washing.  This machine is a superb buy for the money.  I like the brew strength feature that it has & it can also be programmed ahead of time.  I've had Hamilton Beach in the past & they have served me well.  I hope this one does the same.,positive,husband love coffee maker coffee stay hot brew quick nice glass carafe either drip pour break wash machine superb buy money like brew strength feature also program ahead time hamilton beach past serve well hope one
"October 21, 2019",Camacho,,Got this as a present for my parents since they absolutely love coffee. My parents have had this for many years now and still works like a charm. Definitely recommend this for coffee lovers.,positive,get present parent since absolutely love coffee parent many year still work like charm definitely recommend coffee lover
"November 3, 2020",T. Farris,,This is our third brew station. Can’t even use the craft style again. Use to break those things so often,positive,third brew station even use craft style use break thing often
"May 22, 2017",Larry J. Moya,,I like it so far. Bought to use in the RV camper. Bought a remote start generator to go along with it so I don't have to go out and start it manually. Makes coffee pretty fast. It dies make strong coffee and that is how we drink our coffe. So far so good. Can hardly wait for camping.,positive,like far buy use rv camper buy remote start generator go along go start manually make coffee pretty fast die make strong coffee drink coffe far good hardly wait camp
